brand,model,desc,base,shape,price,p,lm_prc,lm,eff,eq,color,cri,angle,flicker,rating,war,hash_id,color_from_desc,lm_from_desc,w_from_desc
Наносвет,L187 LE-MR16A-8/GU5.3/940,4000K 620lm 8W M,GU5.3,Spot,,7.2,97.0,604.0,84,65.0,4002.0,93,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-28,4000.0,620.0,8.0
Наносвет,L186 LE-MR16A-8/GU5.3/927,2700K 540lm 8W M,GU5.3,Spot,,7.4,100.0,538.0,73,55.0,2680.0,91,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-29,2700.0,540.0,8.0
Наносвет,L109 LE-MR16A-6/GU10/940,4000K 450lm 6W M,GU10,Spot,,6.2,111.0,500.0,80,55.0,3984.0,93,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-30,4000.0,450.0,6.0
Наносвет,L108 LE-MR16A-6/GU10/927,2700K 420lm 6W M,GU10,Spot,,6.4,111.0,467.0,73,50.0,2652.0,90,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-31,2700.0,420.0,6.0
Наносвет,L189 LE-MR16A-8/GU10/940,4000K 620lm 8W M,GU10,Spot,,7.2,102.0,631.0,88,65.0,3963.0,93,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-32,4000.0,620.0,8.0
Наносвет,L188 LE-MR16A-8/GU10/927,2700K 540lm 8W M,GU10,Spot,,7.3,95.0,515.0,71,55.0,2693.0,91,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-33,2700.0,540.0,8.0
Наносвет,L242 LH-MR16-D-8/GU10/927,2700K 560lm 8W D,GU10,Spot,,7.3,91.0,507.0,70,55.0,2660.0,90,,0.0,4.9,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-34,2700.0,560.0,8.0
Наносвет,L241 LE-MR16A-D-8/GU10/940,4000K 640lm 8W M D,GU10,Spot,,7.3,83.0,528.0,73,55.0,4007.0,93,,0.0,4.7,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-35,4000.0,640.0,8.0
Наносвет,L240 LE-MR16A-D-8/GU10/927,2700K 560lm 8W M D,GU10,Spot,,7.3,82.0,459.0,63,50.0,2686.0,91,,0.0,4.7,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-36,2700.0,560.0,8.0
Наносвет,L249 LE-CD-D-7/E14/940,4000K 580lm 7W M D,E14,Candle,,6.4,89.0,519.0,81,55.0,4130.0,93,,0.0,4.8,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-37,4000.0,580.0,7.0
Наносвет,L248 LE-CD-D-7/E14/927,2700K 550lm 7W M D,E14,Candle,,6.4,85.0,466.0,72,50.0,2697.0,90,,0.0,4.8,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-38,2700.0,550.0,7.0
Наносвет,L201 LE-CD-7/E14/940,4000K 580lm 7W M,E14,Candle,,6.4,113.0,657.0,103,65.0,3916.0,93,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-39,4000.0,580.0,7.0
Наносвет,L200 LE-CD-7/E14/927,2700K 550lm 7W M,E14,Candle,,6.5,107.0,588.0,90,60.0,2688.0,90,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-40,2700.0,550.0,7.0
Наносвет,L113 LE-R50-6/E14/940,4000K 480lm 6W M,E14,R50,,5.9,108.0,520.0,89,85.0,4044.0,92,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-41,4000.0,480.0,6.0
Наносвет,L112 LE-R50-6/E14/927,2700K 420lm 6W M,E14,R50,,5.9,120.0,503.0,85,80.0,2693.0,91,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-42,2700.0,420.0,6.0
Наносвет,L132 LE-P45-5.5/E27/927,2700K 420lm 5.5W M,E27,G45,,5.4,101.0,423.0,79,50.0,2676.0,91,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-43,2700.0,420.0,5.0
Наносвет,L263 LE-R63-8/E27/940,4000K 640lm 8W M,E27,R63,,8.0,102.0,656.0,82,95.0,3954.0,93,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-44,4000.0,640.0,8.0
Наносвет,L262 LE-R63-8/E27/927,2700K 560lm 8W M,E27,R63,,8.3,108.0,606.0,73,85.0,2695.0,91,,1.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-45,2700.0,560.0,8.0
Наносвет,L239 LE-GLS-D-12/E27/940,4000K 1020lm 12W M D,E27,Bulb,,11.4,113.0,1149.0,101,95.0,4101.0,93,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-46,4000.0,1020.0,12.0
Наносвет,L238 LE-GLS-D-12/E27/927,2700K 940lm 12W M D,E27,Bulb,,11.4,107.0,1009.0,89,90.0,2685.0,90,,0.0,5.0,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-47,2700.0,940.0,12.0
Наносвет,L196 LC-GLS-14/E27/927,2700K 1120lm 14W M,E27,Bulb,,12.3,90.0,1012.0,82,90.0,2701.0,88,,0.0,4.4,24.0,2e3f6bded2ce29ee72646b8ec9c2edd3-48,2700.0,1120.0,14.0
Старт,ECO LEDGLSE27 20W 30,2700K 1600lm 20W M,E27,Bulb,127.0,16.7,97.0,1547.0,93,135.0,3162.0,72,,0.0,3.5,12.0,2e3f6bded2ce29ee72646b8ec9c2edd3-49,2700.0,1600.0,20.0
Feron,AL2113 28769,4000K 2900lm 36W M,no,Lamp,2023.0,34.5,103.0,2991.0,87,190.0,4005.0,82,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-0,4000.0,2900.0,36.0
Feron,AL103 29514,4000K 1800lm 20W,no,Lamp,1949.0,18.7,107.0,1929.0,103,150.0,3962.0,82,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-1,4000.0,1800.0,20.0
Feron,AL105 29696,4000K 3600lm 40W,no,Lamp,3723.0,36.1,103.0,3703.0,103,250.0,3961.0,83,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-2,4000.0,3600.0,40.0
Feron,AL100 29643,4000K 1080lm 12W,no,Lamp,1163.0,10.5,98.0,1058.0,100,90.0,4022.0,81,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-3,4000.0,1080.0,12.0
Feron,AL520 32461,4000K 1350lm 15W,no,Lamp,1954.0,15.1,121.0,1633.0,108,145.0,4017.0,80,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-4,4000.0,1350.0,15.0
Feron,AL530 32495,4000K 1350lm 15W,no,Lamp,1862.0,14.6,110.0,1487.0,102,130.0,4023.0,82,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-5,4000.0,1350.0,15.0
Feron,AL251 32617,4000K 2700lm 30W,no,Lamp,3469.0,29.8,113.0,3060.0,103,200.0,4096.0,81,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-6,4000.0,2700.0,30.0
Feron,HL532 32489,4000K 1350lm 15W,no,Lamp,1157.0,14.0,97.0,1314.0,94,110.0,3946.0,83,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-7,4000.0,1350.0,15.0
Gauss,Qplus 613511310,6500K 1000lm 10W,no,Flood,360.0,9.8,120.0,1204.0,122,100.0,6273.0,73,,0.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-8,6500.0,1000.0,10.0
Gauss,Qplus 613511320,6500K 2000lm 20W,no,Flood,480.0,20.2,124.0,2475.0,123,180.0,6288.0,73,,0.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-9,6500.0,2000.0,20.0
Gauss,Qplus 613511330,6500K 3000lm 30W,no,Flood,700.0,30.2,132.0,3953.0,131,270.0,6426.0,73,,24.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-10,6500.0,3000.0,30.0
Gauss,Qplus 613511350,6500K 5000lm 50W,no,Flood,1029.0,49.6,139.0,6925.0,140,,6330.0,73,,21.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-11,6500.0,5000.0,50.0
Gauss,Qplus 613511100,6500K 10000lm 100W,no,Flood,1650.0,94.3,140.0,13952.0,148,,6241.0,74,,18.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-12,6500.0,10000.0,100.0
Gauss,Qplus 613100150,6500K 15000lm 150W,no,Flood,2980.0,146.9,141.0,21201.0,144,,6273.0,73,,17.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-13,6500.0,15000.0,150.0
Gauss,Qplus 613100200,6500K 20000lm 200W,no,Flood,6495.0,189.7,141.0,28208.0,149,,6339.0,73,,21.0,3.5,36.0,6dead8a624667efcfea56ebd6d153c37-14,6500.0,20000.0,200.0
Яндекс,YNDX-0005,800lm 10W M,E27,Bulb,1190.0,8.2,83.0,666.0,81,70.0,5018.0,85,,7.0,4.2,12.0,6dead8a624667efcfea56ebd6d153c37-15,,800.0,10.0
Glerio,01S-25D-4K,4000K 3875lm 25W,no,Lamp,2320.0,24.6,92.0,3565.0,145,250.0,3953.0,86,,6.0,4.4,36.0,6dead8a624667efcfea56ebd6d153c37-16,4000.0,3875.0,25.0
Camelion,LED5-S108/830/GU5.3,3000K 370lm 5W M,GU5.3,Spot,,5.7,115.0,426.0,75,50.0,3019.0,80,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-17,3000.0,370.0,5.0
Navigator,NLL-MR16-7-230-3K-GU5.3,3000K 525lm 7W M,GU5.3,Spot,,6.3,101.0,530.0,85,55.0,3015.0,82,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-18,3000.0,525.0,7.0
Navigator,NLL-MR16-7-230-3K-GU5.3,3000K 525lm 7W M,GU5.3,Spot,,6.1,100.0,527.0,86,55.0,3018.0,82,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-19,3000.0,525.0,7.0
Navigator,NLL-MR16-7-230-3K-GU5.3,3000K 525lm 7W M,GU5.3,Spot,,6.2,100.0,523.0,85,55.0,3039.0,83,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-20,3000.0,525.0,7.0
Navigator,NLL-P-C37-5-230-4K-E14-FR,4000K 400lm 5W M,E14,Candle,,5.1,102.0,409.0,80,45.0,3908.0,83,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-21,4000.0,400.0,5.0
Navigator,NLL-P-C37-5-230-4K-E14-FR,4000K 400lm 5W M,E14,Candle,,5.3,110.0,441.0,83,50.0,4020.0,83,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-22,4000.0,400.0,5.0
Navigator,NLL-P-C37-5-230-4K-E14-FR,4000K 400lm 5W M,E14,Candle,,5.4,112.0,447.0,83,50.0,4115.0,83,,1.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-23,4000.0,400.0,5.0
Leek,LE 061202-013 CLL Celebrity,8500lm 120W M,no,Lamp,4998.0,103.1,62.0,5274.0,51,350.0,4089.0,84,,0.0,3.9,24.0,6dead8a624667efcfea56ebd6d153c37-24,,8500.0,120.0
General,800325 GSMCL-Smart25,3180lm 130W M,no,Lamp,5165.0,97.6,158.0,5032.0,52,350.0,4306.0,85,,0.0,4.5,24.0,6dead8a624667efcfea56ebd6d153c37-25,,3180.0,130.0
General,800309 GSMCL-096-Smart-W450,7230lm 96W M,no,Lamp,3208.0,88.8,87.0,6270.0,71,,4267.0,86,,0.0,4.3,24.0,6dead8a624667efcfea56ebd6d153c37-26,,7230.0,96.0
General,800306 GSMCL-042-Smart-72,5440lm 72W M,no,Lamp,2675.0,65.7,87.0,4717.0,72,320.0,4281.0,86,,0.0,4.3,24.0,6dead8a624667efcfea56ebd6d153c37-27,,5440.0,72.0
Feron,AL5000 28935,5000lm 60W M,no,Lamp,3337.0,62.1,113.0,5629.0,91,,4193.0,76,,0.0,4.0,24.0,6dead8a624667efcfea56ebd6d153c37-28,,5000.0,60.0
IEK,LLE-CB35-7-230-40-E14,4000K 630lm 7W M,E14,Candle,51.0,5.2,79.0,498.0,97,55.0,4094.0,73,,0.0,3.0,24.0,6dead8a624667efcfea56ebd6d153c37-29,4000.0,630.0,7.0
IEK,LLE-C35-5-230-30-E14,3000K 450lm 5W M,E14,Candle,42.0,4.2,97.0,436.0,104,50.0,2966.0,72,,0.0,3.5,24.0,6dead8a624667efcfea56ebd6d153c37-30,3000.0,450.0,5.0
IEK,LLE-C35-7-230-40-E14,4000K 630lm 7W M,E14,Candle,47.0,5.3,88.0,553.0,104,60.0,4035.0,72,,1.0,3.3,24.0,6dead8a624667efcfea56ebd6d153c37-31,4000.0,630.0,7.0
IEK,LLE-C35-9-230-30-E14,3000K 810lm 9W M,E14,Candle,63.0,8.0,94.0,760.0,95,75.0,2962.0,71,,0.0,3.4,24.0,6dead8a624667efcfea56ebd6d153c37-32,3000.0,810.0,9.0
IEK,LLE-G45-5-230-30-E14,3000K 450lm 5W M,E14,G45,42.0,4.3,96.0,430.0,99,50.0,2987.0,72,,0.0,3.5,24.0,6dead8a624667efcfea56ebd6d153c37-33,3000.0,450.0,5.0
IEK,LLE-G45-7-230-40-E14,4000K 630lm 7W M,E14,G45,47.0,6.1,84.0,530.0,86,55.0,4060.0,72,,2.0,3.3,24.0,6dead8a624667efcfea56ebd6d153c37-34,4000.0,630.0,7.0
IEK,LLE-G45-9-230-30-E14,3000K 810lm 9W M,E14,G45,63.0,7.6,87.0,705.0,93,70.0,3004.0,81,,0.0,4.3,24.0,6dead8a624667efcfea56ebd6d153c37-35,3000.0,810.0,9.0
IEK,LLE-A60-7-230-30-E27,3000K 630lm 7W M,E27,Bulb,44.0,5.5,89.0,560.0,102,60.0,2922.0,72,,1.0,3.3,24.0,6dead8a624667efcfea56ebd6d153c37-36,3000.0,630.0,7.0
IEK,LLE-A60-9-230-40-E27,4000K 810lm 9W M,E27,Bulb,46.0,6.5,71.0,576.0,89,60.0,4032.0,83,,2.0,3.9,24.0,6dead8a624667efcfea56ebd6d153c37-37,4000.0,810.0,9.0
IEK,LLE-A60-11-230-30-E27,3000K 990lm 11W M,E27,Bulb,47.0,9.2,82.0,815.0,88,75.0,3049.0,74,,0.0,3.2,24.0,6dead8a624667efcfea56ebd6d153c37-38,3000.0,990.0,11.0
IEK,LLE-A60-13-230-40-E27,4000K 1170lm 13W M,E27,Bulb,56.0,10.7,89.0,1044.0,98,90.0,4068.0,72,,1.0,3.3,24.0,6dead8a624667efcfea56ebd6d153c37-39,4000.0,1170.0,13.0
IEK,LLE-A60-15-230-30-E27,3000K 1350lm 15W M,E27,Bulb,59.0,11.2,82.0,1113.0,99,95.0,2974.0,70,,0.0,3.2,24.0,6dead8a624667efcfea56ebd6d153c37-40,3000.0,1350.0,15.0
IEK,LLE-A60-20-230-30-E27,3000K 1800lm 20W M,E27,Bulb,79.0,13.3,79.0,1429.0,108,125.0,2955.0,72,,1.0,3.0,24.0,6dead8a624667efcfea56ebd6d153c37-41,3000.0,1800.0,20.0
Camelion,LED5-C35/845/E14,4500K 415lm 5W M,E14,Candle,,4.7,106.0,441.0,95,50.0,4094.0,83,,0.0,4.3,24.0,6dead8a624667efcfea56ebd6d153c37-42,4500.0,415.0,5.0
Camelion,LED5-C35/845/E14,4500K 415lm 5W M,E14,Candle,,4.6,105.0,436.0,95,50.0,4113.0,83,,0.0,4.3,24.0,6dead8a624667efcfea56ebd6d153c37-43,4500.0,415.0,5.0
Camelion,LED8-C35/845/E14,4500K 750lm 8W M,E14,Candle,,6.8,90.0,677.0,99,70.0,4014.0,73,,0.0,3.2,24.0,6dead8a624667efcfea56ebd6d153c37-44,4500.0,750.0,8.0
Camelion,LED5-G45/845/E14,4500K 405lm 5W M,E14,G45,,4.1,92.0,371.0,91,45.0,4279.0,73,,0.0,3.4,36.0,6dead8a624667efcfea56ebd6d153c37-45,4500.0,405.0,5.0
Camelion,LED5-G45/830/E14,3000K 390lm 5W M,E14,G45,,4.4,98.0,384.0,88,45.0,3022.0,80,,1.0,4.5,36.0,6dead8a624667efcfea56ebd6d153c37-46,3000.0,390.0,5.0
Camelion,LED8-G45/845/E14,4500K 750lm 8W M,E14,G45,,6.2,92.0,689.0,112,70.0,4020.0,72,,0.0,3.2,24.0,6dead8a624667efcfea56ebd6d153c37-47,4500.0,750.0,8.0
Camelion,LED8-G45/845/E14,4500K 750lm 8W M,E14,G45,,6.4,93.0,699.0,110,70.0,4109.0,74,,0.0,3.2,36.0,6dead8a624667efcfea56ebd6d153c37-48,4500.0,750.0,8.0
Camelion,LED8-G45/845/E14,4500K 750lm 8W M,E14,G45,,6.6,89.0,668.0,101,70.0,4054.0,74,,0.0,3.1,36.0,6dead8a624667efcfea56ebd6d153c37-49,4500.0,750.0,8.0
Camelion,LED8-G45/830/E14,3000K 720lm 8W M,E14,G45,,6.3,90.0,646.0,103,65.0,3013.0,72,,0.0,3.3,36.0,b19e81ac04775fb7f2a65551601e5572-0,3000.0,720.0,8.0
Camelion,LED5-G45/830/E27,3000K 400lm 5W M,E27,G45,,4.8,112.0,448.0,93,50.0,2969.0,80,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-1,3000.0,400.0,5.0
Camelion,LED8-G45/845/E27,4500K 750lm 8W M,E27,G45,,6.0,85.0,636.0,106,65.0,4183.0,83,,0.0,4.1,36.0,b19e81ac04775fb7f2a65551601e5572-2,4500.0,750.0,8.0
Camelion,LED8-G45/830/E27,3000K 720lm 8W M,E27,G45,,6.5,91.0,655.0,100,65.0,2995.0,73,,0.0,3.4,24.0,b19e81ac04775fb7f2a65551601e5572-3,3000.0,720.0,8.0
Camelion,LED9-A60/830/E27,3000K 680lm 9W M,E27,Bulb,,6.2,90.0,613.0,100,65.0,2994.0,81,,0.0,4.4,36.0,b19e81ac04775fb7f2a65551601e5572-4,3000.0,680.0,9.0
Camelion,LED9-A60/830/E27,3000K 680lm 9W M,E27,Bulb,,6.6,81.0,553.0,84,60.0,3048.0,81,,0.0,4.2,36.0,b19e81ac04775fb7f2a65551601e5572-5,3000.0,680.0,9.0
Camelion,LED11-A60/845/E27,4500K 900lm 11W M,E27,Bulb,,8.7,85.0,767.0,88,75.0,4096.0,84,,0.0,4.1,24.0,b19e81ac04775fb7f2a65551601e5572-6,4500.0,900.0,11.0
Camelion,LED13-A60/830/E27,3000K 1045lm 13W M,E27,Bulb,,11.6,104.0,1091.0,94,95.0,3021.0,81,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-7,3000.0,1045.0,13.0
Camelion,LED15-A60/845/E27,4500K 1320lm 15W M,E27,Bulb,,12.6,90.0,1186.0,94,100.0,4013.0,73,,0.0,3.1,36.0,b19e81ac04775fb7f2a65551601e5572-8,4500.0,1320.0,15.0
Camelion,LED15-A60/830/E27,3000K 1280lm 15W M,E27,Bulb,,11.9,92.0,1177.0,99,100.0,3089.0,82,,0.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-9,3000.0,1280.0,15.0
Camelion,LED15-A60/830/E27,3000K 1280lm 15W M,E27,Bulb,,11.9,95.0,1221.0,103,105.0,3075.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-10,3000.0,1280.0,15.0
Camelion,LED17-A65/845/E27,4500K 1530lm 17W M,E27,Bulb,,14.2,112.0,1710.0,120,150.0,4124.0,72,,0.0,3.3,36.0,b19e81ac04775fb7f2a65551601e5572-11,4500.0,1530.0,17.0
Camelion,LED17-A65/830/E27,3000K 1470lm 17W M,E27,Bulb,,14.4,91.0,1332.0,93,115.0,3027.0,81,,0.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-12,3000.0,1470.0,17.0
Camelion,LED17-A65/830/E27,3000K 1470lm 17W M,E27,Bulb,,14.3,93.0,1373.0,96,120.0,3047.0,80,,0.0,4.4,36.0,b19e81ac04775fb7f2a65551601e5572-13,3000.0,1470.0,17.0
Camelion,LED20-A65/845/E27,4500K 1850lm 20W M,E27,Bulb,,16.2,92.0,1707.0,105,150.0,4014.0,73,,0.0,3.2,36.0,b19e81ac04775fb7f2a65551601e5572-14,4500.0,1850.0,20.0
Camelion,LED20-A65/830/E27,3000K 1820lm 20W M,E27,Bulb,,15.1,81.0,1469.0,97,125.0,3006.0,74,,0.0,3.2,24.0,b19e81ac04775fb7f2a65551601e5572-15,3000.0,1820.0,20.0
Camelion,LED20-A65/830/E27,3000K 1820lm 20W M,E27,Bulb,,16.4,93.0,1691.0,103,145.0,3027.0,74,,0.0,3.4,24.0,b19e81ac04775fb7f2a65551601e5572-16,3000.0,1820.0,20.0
REV,32271 9,2700K 400lm 5W M,E14,Candle,39.0,4.4,92.0,366.0,83,40.0,2915.0,81,,0.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-17,2700.0,400.0,5.0
REV,32349 5,2700K 560lm 7W M,E14,Candle,46.0,5.7,75.0,422.0,74,50.0,3285.0,74,,53.0,0.5,24.0,b19e81ac04775fb7f2a65551601e5572-18,2700.0,560.0,7.0
REV,32274 0,4000K 400lm 5W M,E27,Candle,39.0,4.4,89.0,357.0,82,40.0,3909.0,82,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-19,4000.0,400.0,5.0
REV,32260 3,2700K 400lm 5W M,E14,G45,39.0,5.3,115.0,458.0,86,50.0,2920.0,81,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-20,2700.0,400.0,5.0
REV,32340 2,2700K 560lm 7W M,E14,G45,46.0,5.8,69.0,386.0,66,45.0,2961.0,80,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-21,2700.0,560.0,7.0
REV,32343 3,4000K 560lm 7W M,E27,G45,46.0,5.6,88.0,493.0,89,55.0,4033.0,83,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-22,4000.0,560.0,7.0
REV,32342 6,2700K 560lm 7W M,E27,G45,46.0,5.3,80.0,448.0,84,50.0,2991.0,81,,0.0,4.2,24.0,b19e81ac04775fb7f2a65551601e5572-23,2700.0,560.0,7.0
REV,32363 1,2700K 560lm 7W M,E14,R50,62.0,5.9,77.0,432.0,73,70.0,2720.0,82,,0.0,4.0,24.0,b19e81ac04775fb7f2a65551601e5572-24,2700.0,560.0,7.0
REV,32363 1,2700K 560lm 7W M,E14,R50,62.0,5.8,76.0,425.0,73,70.0,2745.0,82,,0.0,4.0,24.0,b19e81ac04775fb7f2a65551601e5572-25,2700.0,560.0,7.0
REV,32503 1,6500K 560lm 7W M,E14,G45,46.0,6.1,93.0,519.0,86,55.0,6484.0,84,,4.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-26,6500.0,560.0,7.0
REV,32503 1,6500K 560lm 7W M,E14,G45,46.0,6.1,94.0,525.0,86,55.0,6564.0,83,,3.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-27,6500.0,560.0,7.0
REV,32341 9,4000K 560lm 7W M,E14,G45,46.0,5.8,89.0,501.0,86,55.0,4013.0,83,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-28,4000.0,560.0,7.0
REV,32341 9,4000K 560lm 7W M,E14,G45,46.0,5.9,91.0,512.0,87,55.0,3995.0,83,,0.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-29,4000.0,560.0,7.0
REV,32407 2,4000K 720lm 9W M,E14,G45,55.0,7.1,89.0,640.0,91,65.0,4058.0,83,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-30,4000.0,720.0,9.0
REV,32406 5,2700K 720lm 9W M,E14,G45,55.0,7.1,77.0,554.0,78,60.0,2761.0,81,,0.0,4.0,24.0,b19e81ac04775fb7f2a65551601e5572-31,2700.0,720.0,9.0
REV,32406 5,2700K 720lm 9W M,E14,G45,55.0,7.1,74.0,533.0,75,55.0,2766.0,81,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-32,2700.0,720.0,9.0
REV,32507 9,6500K 880lm 11W M,E14,G45,69.0,8.1,70.0,616.0,76,65.0,6436.0,85,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-33,6500.0,880.0,11.0
REV,32507 9,6500K 880lm 11W M,E14,G45,69.0,8.3,71.0,626.0,76,65.0,6455.0,85,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-34,6500.0,880.0,11.0
REV,32506 2,4000K 880lm 11W M,E14,G45,69.0,8.1,69.0,603.0,74,65.0,4105.0,83,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-35,4000.0,880.0,11.0
REV,32506 2,4000K 880lm 11W M,E14,G45,69.0,8.2,70.0,619.0,75,65.0,4129.0,82,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-36,4000.0,880.0,11.0
REV,32263 4,4000K 400lm 5W M,E27,G45,39.0,5.2,114.0,454.0,88,50.0,3971.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-37,4000.0,400.0,5.0
REV,32263 4,4000K 400lm 5W M,E27,G45,39.0,5.1,114.0,455.0,89,50.0,3975.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-38,4000.0,400.0,5.0
REV,32262 7,2700K 400lm 5W M,E27,G45,39.0,5.2,109.0,435.0,83,50.0,2991.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-39,2700.0,400.0,5.0
REV,32262 7,2700K 400lm 5W M,E27,G45,39.0,5.2,111.0,442.0,85,50.0,3000.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-40,2700.0,400.0,5.0
REV,32334 1,2700K 400lm 5W M,E27,R63,100.0,4.3,89.0,354.0,82,50.0,2909.0,81,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-41,2700.0,400.0,5.0
REV,32334 1,2700K 400lm 5W M,E27,R63,100.0,4.3,87.0,349.0,80,50.0,2891.0,82,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-42,2700.0,400.0,5.0
REV,32337 2,4000K 640lm 8W M,E27,R63,71.0,6.8,92.0,586.0,87,85.0,3995.0,82,,0.0,4.4,24.0,b19e81ac04775fb7f2a65551601e5572-43,4000.0,640.0,8.0
REV,32337 2,4000K 640lm 8W M,E27,R63,71.0,6.8,88.0,560.0,82,80.0,4113.0,82,,0.0,4.3,24.0,b19e81ac04775fb7f2a65551601e5572-44,4000.0,640.0,8.0
REV,32265 8,4000K 560lm 7W M,E27,Bulb,42.0,7.1,101.0,566.0,80,60.0,4010.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-45,4000.0,560.0,7.0
REV,32265 8,4000K 560lm 7W M,E27,Bulb,42.0,7.1,102.0,569.0,81,60.0,4039.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-46,4000.0,560.0,7.0
REV,32268 9,4000K 1040lm 13W M,E27,Bulb,58.0,10.7,95.0,989.0,93,85.0,4032.0,82,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-47,4000.0,1040.0,13.0
REV,32268 9,4000K 1040lm 13W M,E27,Bulb,58.0,10.6,95.0,989.0,93,85.0,4059.0,83,,0.0,4.5,24.0,b19e81ac04775fb7f2a65551601e5572-48,4000.0,1040.0,13.0
REV,32405 8,4000K 1600lm 20W M,E27,Bulb,80.0,12.6,65.0,1042.0,83,90.0,4190.0,83,,0.0,3.9,24.0,b19e81ac04775fb7f2a65551601e5572-49,4000.0,1600.0,20.0
