brand,model,desc,base,shape,price,p,lm_prc,lm,eff,eq,color,cri,angle,flicker,rating,war,hash_id,color_from_desc,lm_from_desc,w_from_desc
Navigator,NLL-F-A60-6-230-2.7K-E27-DIMM,2700K 650lm 6W F D,E27,Bulb,,6.0,104.0,673.0,112,70.0,2788.0,81,283.0,0.0,4.5,24.0,9f6ca7497fc7cecd083d50cc6a848e30-41,2700.0,650.0,6.0
Navigator,NLL-F-A60-8-230-2.7K-E27-DIMM,2700K 800lm 8W F D,E27,Bulb,302.0,7.5,92.0,738.0,99,70.0,2736.0,83,292.0,3.0,4.4,24.0,9f6ca7497fc7cecd083d50cc6a848e30-42,2700.0,800.0,8.0
Navigator,NLL-A55-7-230-2.7K-E27,2700K 525lm 7W M,E27,Bulb,102.0,6.4,95.0,497.0,78,55.0,2785.0,82,204.0,0.0,4.4,24.0,9f6ca7497fc7cecd083d50cc6a848e30-43,2700.0,525.0,7.0
Navigator,NLL-A60-10-230-2.7K-E27-DIMM,2700K 800lm 10W M D,E27,Bulb,248.0,9.2,93.0,742.0,80,75.0,2726.0,83,162.0,0.0,4.4,24.0,9f6ca7497fc7cecd083d50cc6a848e30-44,2700.0,800.0,10.0
Navigator,NLL-A60-10-230-2.7K-E27,2700K 750lm 10W M,E27,Bulb,104.0,9.6,90.0,673.0,70,70.0,2740.0,81,169.0,0.0,4.3,24.0,9f6ca7497fc7cecd083d50cc6a848e30-45,2700.0,750.0,10.0
Navigator,NLL-A60-12-230-2.7K-E27,2700K 900lm 12W M,E27,Bulb,140.0,10.5,98.0,880.0,84,80.0,2750.0,80,169.0,0.0,4.5,24.0,9f6ca7497fc7cecd083d50cc6a848e30-46,2700.0,900.0,12.0
Navigator,NLL-A60-15-230-2.7K-E27,2700K 1125lm 15W M,E27,Bulb,185.0,12.9,100.0,1120.0,87,95.0,2734.0,81,190.0,0.0,4.5,24.0,9f6ca7497fc7cecd083d50cc6a848e30-47,2700.0,1125.0,15.0
Navigator,NLL-A70-20-230-2.7K-E27,2700K 1500lm 20W M,E27,Bulb,220.0,17.6,94.0,1403.0,80,120.0,2810.0,81,161.0,0.0,4.4,24.0,9f6ca7497fc7cecd083d50cc6a848e30-48,2700.0,1500.0,20.0
Ecola,Corn LED Premium 9.5W 220V E27 4000K Z7NV95ELC,4000K 808lm 9.5W,E27,Corn,198.0,7.9,89.0,722.0,92,70.0,4214.0,83,287.0,0.0,4.3,12.0,9f6ca7497fc7cecd083d50cc6a848e30-49,4000.0,808.0,5.0
Электромонтаж,A65 17W E27 4100K,4100K 2000lm 17W M,E27,Bulb,,16.2,97.0,1949.0,120,160.0,3950.0,82,148.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-0,4100.0,2000.0,17.0
Camelion,LED4-S105/845/E14,4500K 360lm 4W,E14,Bulb,178.0,2.9,94.0,340.0,116,40.0,3947.0,82,266.0,100.0,0.7,36.0,a51c3acdcd0d9c763bda6f2a54292828-1,4500.0,360.0,4.0
Camelion,LED9-A60-FL/845/E27,4500K 940lm 9W F,E27,Bulb,191.0,7.3,90.0,849.0,116,80.0,3948.0,81,295.0,0.0,4.2,36.0,a51c3acdcd0d9c763bda6f2a54292828-2,4500.0,940.0,9.0
Camelion,LED9-A60-FL/830/E27,3000K 870lm 9W F,E27,Bulb,191.0,7.4,97.0,844.0,114,80.0,2927.0,81,287.0,0.0,4.5,36.0,a51c3acdcd0d9c763bda6f2a54292828-3,3000.0,870.0,9.0
Camelion,LED17-A65/845/E27,4500K 1530lm 17W M,E27,Bulb,173.0,15.0,89.0,1361.0,91,115.0,4105.0,73,182.0,0.0,3.1,36.0,a51c3acdcd0d9c763bda6f2a54292828-4,4500.0,1530.0,17.0
Camelion,LED20-HW/845/E27,4500K 1900lm 20W M,E27,Bulb,333.0,21.5,95.0,1808.0,84,150.0,4170.0,82,131.0,0.0,4.3,36.0,a51c3acdcd0d9c763bda6f2a54292828-5,4500.0,1900.0,20.0
Camelion,LED40-HW/845/E27,4500K 3700lm 40W M,E27,Bulb,662.0,37.8,106.0,3908.0,103,,4204.0,85,88.0,0.0,4.3,36.0,a51c3acdcd0d9c763bda6f2a54292828-6,4500.0,3700.0,40.0
Круглый год,LED C35 220V/6W E14,3000K 550lm 6W M,E14,Candle,81.0,5.8,83.0,459.0,79,50.0,2937.0,80,220.0,0.0,4.3,,a51c3acdcd0d9c763bda6f2a54292828-7,3000.0,550.0,6.0
Круглый год,LED A60 220V/8W E27,3000K 670lm 8W M,E27,Bulb,90.0,7.8,102.0,685.0,87,70.0,2955.0,83,182.0,0.0,4.5,,a51c3acdcd0d9c763bda6f2a54292828-8,3000.0,670.0,8.0
Круглый год,LED A60 220V/10W E27,3000K 840lm 10W M,E27,Bulb,100.0,9.6,108.0,904.0,94,85.0,3023.0,73,178.0,0.0,3.5,,a51c3acdcd0d9c763bda6f2a54292828-9,3000.0,840.0,10.0
Круглый год,LED A60 220V/12W E27,3000K 1050lm 12W M,E27,Bulb,109.0,10.7,103.0,1077.0,100,90.0,3009.0,73,166.0,0.0,3.5,,a51c3acdcd0d9c763bda6f2a54292828-10,3000.0,1050.0,12.0
Lexman,7410982701R 207447220518 848928,2700K 300lm 3.2W M,GX53,Spot,137.0,3.2,108.0,325.0,103,40.0,2770.0,82,116.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-11,2700.0,300.0,2.0
Philips,Essential 8718696816851,2700K 620lm 6.5W M,E14,Candle,117.0,6.0,99.0,616.0,102,65.0,2774.0,81,194.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-12,2700.0,620.0,5.0
Philips,8718696737491,6500K 720lm 7W M,E27,Bulb,114.0,7.2,104.0,746.0,104,75.0,6618.0,84,134.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-13,6500.0,720.0,7.0
OSRAM,LSGX5360 7W/827 230V GX53 10X1 RU,2700K 550lm 7W M,GX53,Spot,125.0,6.4,94.0,515.0,80,55.0,2773.0,82,123.0,0.0,4.4,24.0,a51c3acdcd0d9c763bda6f2a54292828-14,2700.0,550.0,7.0
OSRAM,"LEDPCLB40D 4,5W/827 230V FIL E14FS1",2700K 470lm 4.5W F D,E14,Candle,160.0,4.3,108.0,509.0,118,55.0,2622.0,81,288.0,6.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-15,2700.0,470.0,5.0
OSRAM,LEDSCLB50 5W/840 230V FIL E1410X1RU,4000K 660lm 5W F,E14,Candle,190.0,4.8,108.0,715.0,150,70.0,4134.0,84,286.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-16,4000.0,660.0,5.0
OSRAM,"LEDSCLB40 5,4W/830 230V CL E14",3000K 470lm 5.4W,E14,Candle,130.0,5.4,104.0,489.0,91,55.0,3153.0,84,226.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-17,3000.0,470.0,4.0
OSRAM,LEDHDCLA60 8W/927 230V GL FR E27,2700K 806lm 8W M F,E27,Bulb,350.0,8.0,93.0,751.0,94,75.0,2748.0,91,294.0,0.0,4.9,36.0,a51c3acdcd0d9c763bda6f2a54292828-18,2700.0,806.0,8.0
OSRAM,"LEDPCLA60D 6,5W/827 230V GL FR E27",2700K 806lm 6.5W M F D,E27,Bulb,330.0,6.1,98.0,792.0,130,75.0,2779.0,82,284.0,4.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-19,2700.0,806.0,5.0
OSRAM,"LEDPCLA75D 10,5W/827 230V FR E27 FS1",2700K 1055lm 10.5W M D,E27,Bulb,240.0,10.8,101.0,1065.0,99,90.0,2798.0,82,210.0,39.0,2.0,60.0,a51c3acdcd0d9c763bda6f2a54292828-20,2700.0,1055.0,5.0
OSRAM,LEDPCLA94 11W/827 230VGLFR E27 FS1,2700K 1420lm 11W M F,E27,Bulb,440.0,11.3,105.0,1497.0,133,130.0,2738.0,81,292.0,0.0,4.5,48.0,a51c3acdcd0d9c763bda6f2a54292828-21,2700.0,1420.0,11.0
OSRAM,LEDSCLA60 7W/827 230VFR E27,2700K 600lm 7W M,E27,Bulb,100.0,7.4,106.0,637.0,86,65.0,2710.0,80,157.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-22,2700.0,600.0,7.0
OSRAM,LEDSCLA60 10W/827 230VFR E27,2700K 806lm 10W M,E27,Bulb,380.0,9.6,102.0,822.0,86,80.0,2687.0,82,117.0,0.0,4.5,36.0,a51c3acdcd0d9c763bda6f2a54292828-23,2700.0,806.0,10.0
OSRAM,LEDSCLA150 14W/827 230VFR E27 FS1,2700K 1521lm 14W M,E27,Bulb,205.0,14.2,101.0,1530.0,108,135.0,2797.0,82,184.0,0.0,4.5,24.0,a51c3acdcd0d9c763bda6f2a54292828-24,2700.0,1521.0,14.0
Geniled,01320,4200K 730lm 8W M,GU10,Spot,125.0,7.7,91.0,663.0,86,65.0,4131.0,84,102.0,0.0,4.4,36.0,a51c3acdcd0d9c763bda6f2a54292828-25,4200.0,730.0,8.0
Geniled,01313,2700K 700lm 8W M,E14,G45,127.0,7.4,87.0,610.0,83,65.0,2954.0,81,181.0,0.0,4.3,36.0,a51c3acdcd0d9c763bda6f2a54292828-26,2700.0,700.0,8.0
Geniled,01327,2700K 660lm 7W M,E27,Bulb,109.0,7.0,88.0,578.0,83,60.0,2997.0,83,188.0,0.0,4.3,36.0,a51c3acdcd0d9c763bda6f2a54292828-27,2700.0,660.0,7.0
Geniled,01299,2700K 880lm 10W M,E27,Bulb,137.0,9.1,86.0,754.0,83,75.0,3021.0,82,171.0,0.0,4.3,36.0,a51c3acdcd0d9c763bda6f2a54292828-28,2700.0,880.0,10.0
Geniled,01301,2700K 1100lm 12W M,E27,Bulb,123.0,11.6,100.0,1097.0,95,95.0,3002.0,82,158.0,0.0,4.5,36.0,a51c3acdcd0d9c763bda6f2a54292828-29,2700.0,1100.0,12.0
Gauss,102802215 Графен,4100K 1740lm 15W F,E27,Bulb,370.0,10.8,89.0,1550.0,144,135.0,4016.0,82,290.0,0.0,4.3,84.0,a51c3acdcd0d9c763bda6f2a54292828-30,4100.0,1740.0,15.0
Gauss,102802115 Графен,2700K 1660lm 15W F,E27,Bulb,370.0,10.6,83.0,1373.0,130,120.0,2686.0,81,281.0,0.0,4.2,84.0,a51c3acdcd0d9c763bda6f2a54292828-31,2700.0,1660.0,15.0
Uniel,Air Dimmable LED-A60-7W/WW/E27/CL/DIM GLA01TR,3000K 630lm 7W F D,E27,Bulb,255.0,5.6,91.0,573.0,103,60.0,2866.0,81,288.0,40.0,1.9,36.0,a51c3acdcd0d9c763bda6f2a54292828-32,3000.0,630.0,7.0
noname,Foroureyes G9-2835-88LED No Flicker CRI80,3000K 690lm 6W,G9,Cap,168.0,4.7,73.0,502.0,107,50.0,2973.0,81,286.0,0.0,3.9,,a51c3acdcd0d9c763bda6f2a54292828-33,3000.0,690.0,6.0
Diall,R50-8-27A115/19-8,2700K 806lm 8W M,E14,R50,167.0,7.8,102.0,822.0,106,90.0,2682.0,83,115.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-34,2700.0,806.0,8.0
Diall,7537582700,2700K 650lm 7.4W M F D,E14,Candle,259.0,6.9,97.0,631.0,91,65.0,2653.0,87,279.0,3.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-35,2700.0,650.0,4.0
Diall,SCLC35C 5W E14L2S,2700K 600lm 5W F,E14,Candle,284.0,4.9,101.0,604.0,123,65.0,2739.0,86,297.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-36,2700.0,600.0,5.0
Diall,SCLC35C 4.5W E14L,2700K 470lm 4.5W F,E14,Candle,144.0,4.4,117.0,552.0,126,60.0,2628.0,83,287.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-37,2700.0,470.0,5.0
Diall,7535582700,2700K 470lm 4.6W M F,E14,Candle,134.0,4.5,106.0,496.0,111,55.0,2721.0,87,281.0,2.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-38,2700.0,470.0,6.0
Diall,B57227,2700K 806lm 8.5W M,E14,G45,78.0,7.8,102.0,824.0,105,80.0,2693.0,82,212.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-39,2700.0,806.0,5.0
Diall,ETSTCL5EBA,2700K 580lm 4.9W F,E14,G45,284.0,4.5,94.0,548.0,123,60.0,2691.0,84,289.0,0.0,4.4,60.0,a51c3acdcd0d9c763bda6f2a54292828-40,2700.0,580.0,9.0
Diall,EMGNCL4EBA,2700K 470lm 4.9W M F,E14,G45,158.0,4.5,96.0,452.0,100,50.0,2711.0,87,311.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-41,2700.0,470.0,9.0
Diall,B58740,4000K 470lm 5.7W M,E14,G45,85.0,5.4,104.0,488.0,90,55.0,3888.0,85,187.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-42,4000.0,470.0,7.0
Diall,B58727,2700K 470lm 5.7W M,E14,G45,85.0,5.4,107.0,502.0,92,55.0,2687.0,82,189.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-43,2700.0,470.0,7.0
Diall,B58840,4000K 470lm 5.7W M,E27,G45,65.0,5.5,108.0,507.0,93,55.0,3867.0,85,183.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-44,4000.0,470.0,7.0
Diall,B58827,2700K 470lm 5.7W M,E27,G45,65.0,5.5,107.0,505.0,91,55.0,2674.0,82,190.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-45,2700.0,470.0,7.0
Diall,SCLA60 6.5W E27 L,2700K 806lm 6.5W F,E27,Bulb,187.0,6.6,105.0,844.0,128,80.0,2733.0,87,289.0,1.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-46,2700.0,806.0,5.0
Diall,7217682701,2700K 806lm 9.7W M,E27,Bulb,59.0,9.0,100.0,809.0,89,75.0,2780.0,83,237.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-47,2700.0,806.0,7.0
Diall,7218684001,4000K 1055lm 10.5W M,E27,Bulb,94.0,10.3,111.0,1174.0,114,100.0,3978.0,84,238.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-48,4000.0,1055.0,5.0
Diall,7218682701,2700K 1055lm 10.5W M,E27,Bulb,94.0,10.1,102.0,1078.0,107,90.0,2762.0,82,231.0,0.0,4.5,60.0,a51c3acdcd0d9c763bda6f2a54292828-49,2700.0,1055.0,5.0
Diall,7347682701,2700K 1521lm 13.7W M,E27,Bulb,166.0,12.8,99.0,1513.0,118,130.0,2746.0,81,241.0,0.0,4.5,60.0,dab3590c9b46fb9e85d04e17baae100b-0,2700.0,1521.0,7.0
Diall,7219684001,4000K 1521lm 14.5W M,E27,Bulb,150.0,13.8,112.0,1703.0,123,150.0,3972.0,84,216.0,0.0,4.5,60.0,dab3590c9b46fb9e85d04e17baae100b-1,4000.0,1521.0,5.0
Diall,7219682701,2700K 1521lm 14.5W M,E27,Bulb,150.0,13.6,97.0,1471.0,108,130.0,2704.0,82,221.0,0.0,4.5,60.0,dab3590c9b46fb9e85d04e17baae100b-2,2700.0,1521.0,5.0
General,642500 GLDEN-GX53-7-230-GX53-4500 7 Вт,4500K 435lm 6W M,GX53,Spot,109.0,6.4,131.0,570.0,89,60.0,4240.0,84,110.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-3,4500.0,435.0,6.0
General,642800 GLDEN-GX53-9-230-GX53-4500 9 Вт,4500K 640lm 8W M,GX53,Spot,105.0,7.8,106.0,677.0,86,70.0,4213.0,82,109.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-4,4500.0,640.0,8.0
General,685200 GLDEN-GX53-12-230-GX53-4500 12 Вт,4500K 770lm 10W M,GX53,Spot,121.0,8.5,114.0,878.0,103,80.0,4140.0,82,109.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-5,4500.0,770.0,10.0
General,648900 GLDEN-CFW-7-230-E14-4500 7 Вт,4500K 550lm 6W M,E14,Candle,77.0,5.4,86.0,472.0,87,50.0,4064.0,84,212.0,1.0,4.1,24.0,dab3590c9b46fb9e85d04e17baae100b-6,4500.0,550.0,6.0
General,685500 GLDEN-CFW-8-230-E14-4500 8 Вт,4500K 640lm 7.5W M,E14,Candle,78.0,7.1,100.0,638.0,90,65.0,4141.0,82,199.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-7,4500.0,640.0,5.0
General,638000 GLDEN-CF-7-230-E14-4500 7 Вт,4500K 550lm 6W M,E14,Candle,75.0,5.5,89.0,492.0,90,55.0,4042.0,83,198.0,1.0,4.1,24.0,dab3590c9b46fb9e85d04e17baae100b-8,4500.0,550.0,6.0
General,638300 GLDEN-CF-8-230-E14-4500 8 Вт,4500K 640lm 7.5W M,E14,Candle,87.0,7.0,101.0,648.0,92,65.0,3959.0,84,210.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-9,4500.0,640.0,5.0
General,639800 GLDEN-G45F-7-230-E27-4500 7 Вт,4500K 550lm 6W M,E27,G45,69.0,5.7,97.0,534.0,94,55.0,4179.0,82,167.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-10,4500.0,550.0,6.0
General,640100 GLDEN-G45F-8-230-E27-4500 8 Вт,4500K 640lm 7.5W M,E27,G45,88.0,7.6,106.0,678.0,90,70.0,4193.0,82,159.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-11,4500.0,640.0,5.0
General,636800 GLDEN-WA60-11-230-E27-4500 11 Вт,4500K 850lm 11W M,E27,Bulb,90.0,9.7,109.0,924.0,95,85.0,4115.0,81,162.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-12,4500.0,850.0,11.0
General,637100 GLDEN-WA60-14-230-E27-4500 14 Вт,4500K 1050lm 13W M,E27,Bulb,110.0,11.3,104.0,1096.0,97,95.0,3964.0,83,163.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-13,4500.0,1050.0,13.0
General,637400 GLDEN-WA60-17-230-E27-4500 17 Вт,4500K 1260lm 13.5W M,E27,Bulb,135.0,12.0,96.0,1214.0,101,105.0,4105.0,81,158.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-14,4500.0,1260.0,5.0
Эра,"LED-JC-3,5W-12V-827-G4",2700K 12V 280lm 3.5W,G4,Cap,108.0,2.7,91.0,255.0,95,25.0,3352.0,83,268.0,46.0,1.9,24.0,dab3590c9b46fb9e85d04e17baae100b-15,2700.0,280.0,5.0
Эра,LED JCD-9W-CER-827-G9,2700K 720lm 9W,G9,Cap,189.0,6.0,80.0,577.0,96,55.0,3385.0,74,284.0,100.0,0.7,24.0,dab3590c9b46fb9e85d04e17baae100b-16,2700.0,720.0,9.0
Эра,LED smd POWER 20W-2700-E27,2700K 1600lm 20W M,E27,Bulb,174.0,17.5,101.0,1623.0,93,145.0,2976.0,72,177.0,0.0,3.5,24.0,dab3590c9b46fb9e85d04e17baae100b-17,2700.0,1600.0,20.0
REV,32421 8 REV-T125-220V-50W-6500K-E27,6500K 3600lm 50W M,E27,Bulb,450.0,38.8,96.0,3470.0,89,250.0,6714.0,84,105.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-18,6500.0,3600.0,50.0
Эра,ECO LED A60-10W-827-E27,2700K 700lm 10W M,E27,Bulb,86.0,8.0,69.0,486.0,61,55.0,3086.0,82,185.0,0.0,3.9,12.0,dab3590c9b46fb9e85d04e17baae100b-19,2700.0,700.0,10.0
Radium,RLA75 10W/865 AC04098,6500K 750lm 10W M,E27,Bulb,56.0,9.2,106.0,795.0,87,75.0,6494.0,82,191.0,0.0,4.5,,dab3590c9b46fb9e85d04e17baae100b-20,6500.0,750.0,10.0
Экономка,Eco_LED7WA60E2745,4500K 600lm 7W M,E27,Bulb,59.0,7.3,104.0,626.0,86,65.0,4112.0,84,174.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-21,4500.0,600.0,7.0
Фотон,LED A60 10W E27 4000K,4000K 865lm 10W M,E27,Bulb,106.0,8.0,74.0,638.0,80,65.0,4101.0,76,182.0,1.0,3.4,36.0,dab3590c9b46fb9e85d04e17baae100b-22,4000.0,865.0,10.0
Экономовъ,Ecof_LED9wA60E2730,3000K 750lm 9W M,E27,Bulb,65.0,8.4,86.0,644.0,77,65.0,3137.0,82,176.0,1.0,4.3,12.0,dab3590c9b46fb9e85d04e17baae100b-23,3000.0,750.0,9.0
IKEA,Ryet 103.985.99 LED1727R3,2700K 200lm 2.5W,GU10,Spot,66.0,2.6,114.0,227.0,88,30.0,2751.0,81,34.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-24,2700.0,200.0,5.0
IKEA,Ledare 003.866.53 LED1708R5,2700K 400lm 5.3W D,GU10,Spot,299.0,5.6,116.0,464.0,83,50.0,2680.0,92,35.0,0.0,5.0,24.0,dab3590c9b46fb9e85d04e17baae100b-25,2700.0,400.0,3.0
IKEA,Ledare 503.658.32 LED1719R6,2700K 400lm 5.3W D,E14,R50,299.0,5.5,109.0,435.0,79,70.0,2653.0,91,35.0,0.0,5.0,24.0,dab3590c9b46fb9e85d04e17baae100b-26,2700.0,400.0,3.0
IKEA,Ryet 203.926.34 LED1704C2,2700K 200lm 2W,E14,Candle,179.0,2.1,110.0,219.0,107,25.0,2772.0,82,275.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-27,2700.0,200.0,2.0
IKEA,Ryet 904.099.71 LED1728C3,2700K 200lm 2.2W M,E14,Candle,139.0,2.1,101.0,202.0,96,25.0,2712.0,81,264.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-28,2700.0,200.0,2.0
IKEA,Ledare 603.888.28 LED1724C6,2700K 400lm 5.3W M D,E14,Candle,299.0,5.4,100.0,400.0,74,45.0,2695.0,92,261.0,2.0,5.0,24.0,dab3590c9b46fb9e85d04e17baae100b-29,2700.0,400.0,3.0
IKEA,Ryet 603.979.60 LED1741G6,2700K 600lm 6W M,E27,Bulb,199.0,6.0,99.0,595.0,99,60.0,2780.0,81,262.0,13.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-30,2700.0,600.0,6.0
IKEA,Ledare 203.887.69 LED1711G7,2700K 600lm 7W D,E27,Bulb,399.0,7.1,101.0,608.0,86,65.0,2647.0,92,277.0,0.0,5.0,24.0,dab3590c9b46fb9e85d04e17baae100b-31,2700.0,600.0,7.0
IKEA,Ledare 503.979.46 LED1752G18,2700K 1600lm 16W M D,E27,Bulb,799.0,15.7,97.0,1550.0,99,135.0,2691.0,93,210.0,15.0,4.8,24.0,dab3590c9b46fb9e85d04e17baae100b-32,2700.0,1600.0,16.0
Эра,LED smd B35-7w-827-E27,2700K 600lm 7W M,E27,Candle,79.0,5.4,72.0,433.0,80,50.0,2963.0,82,207.0,0.0,3.9,24.0,dab3590c9b46fb9e85d04e17baae100b-33,2700.0,600.0,7.0
Эра,LED B35-9W-827-E14,2700K 720lm 9W M,E14,Candle,103.0,7.5,97.0,701.0,93,70.0,3000.0,81,201.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-34,2700.0,720.0,9.0
Эра,LED P45-7W-827-E14,2700K 560lm 7W M,E14,G45,82.0,5.7,77.0,433.0,76,50.0,2996.0,73,183.0,1.0,3.0,24.0,dab3590c9b46fb9e85d04e17baae100b-35,2700.0,560.0,7.0
Эра,LED smd A60-7w-827-E27,2700K 600lm 7W M,E27,Bulb,65.0,5.7,87.0,524.0,92,55.0,2975.0,82,216.0,0.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-36,2700.0,600.0,7.0
Эра,LED A60-9W-827-E27,2700K 720lm 9W M,E27,Bulb,75.0,7.8,85.0,614.0,79,65.0,3129.0,82,132.0,1.0,4.3,24.0,dab3590c9b46fb9e85d04e17baae100b-37,2700.0,720.0,9.0
Эра,LED A60-11W-827-E27,2700K 880lm 11W M,E27,Bulb,79.0,9.3,91.0,803.0,86,75.0,3056.0,81,152.0,0.0,4.4,24.0,dab3590c9b46fb9e85d04e17baae100b-38,2700.0,880.0,11.0
Эра,LED A60-15W-827-E27,2700K 1200lm 15W M,E27,Bulb,100.0,13.3,102.0,1228.0,93,105.0,3020.0,81,151.0,0.0,4.5,24.0,dab3590c9b46fb9e85d04e17baae100b-39,2700.0,1200.0,15.0
Wolta,25Y39R5E14,3000K 400lm 5W M,E14,R39,81.0,4.7,94.0,377.0,80,60.0,3115.0,84,111.0,0.0,4.4,36.0,dab3590c9b46fb9e85d04e17baae100b-40,3000.0,400.0,5.0
Светкомплект,LED R39 E14 A,3000K 240lm 3W M,E14,R39,123.0,3.1,112.0,268.0,87,45.0,2985.0,74,112.0,0.0,3.5,36.0,dab3590c9b46fb9e85d04e17baae100b-41,3000.0,240.0,3.0
Neolux,CLB 4W/827,2700K 470lm 4W F,E14,Candle,155.0,4.0,97.0,455.0,113,50.0,2742.0,82,287.0,0.0,4.5,36.0,dab3590c9b46fb9e85d04e17baae100b-42,2700.0,470.0,4.0
Ergo,LFLC35E144AWCN,3000K 360lm 4W F,E14,Candle,165.0,3.8,127.0,458.0,121,50.0,2928.0,81,293.0,0.0,4.5,12.0,dab3590c9b46fb9e85d04e17baae100b-43,3000.0,360.0,4.0
Ergo,LFLA60E276AWAN,3000K 600lm 6W F,E27,Bulb,275.0,6.0,103.0,621.0,104,65.0,2465.0,77,286.0,0.0,3.8,12.0,dab3590c9b46fb9e85d04e17baae100b-44,3000.0,600.0,6.0
Enerlight,R39E144SMDWFR,3000K 300lm 4W M,E14,R39,121.0,3.9,98.0,295.0,76,50.0,2995.0,83,113.0,0.0,4.5,36.0,dab3590c9b46fb9e85d04e17baae100b-45,3000.0,300.0,4.0
Enerlight,A60E2712SMDWFR,3000K 1080lm 12W M,E27,Bulb,147.0,11.7,94.0,1015.0,87,90.0,3020.0,81,179.0,0.0,4.4,36.0,dab3590c9b46fb9e85d04e17baae100b-46,3000.0,1080.0,12.0
Maxus,1-LED-359 R39 3.5W 3000K 220V E14 AP,3000K 350lm 3.5W M,E14,R39,160.0,4.2,92.0,322.0,76,55.0,3124.0,81,118.0,84.0,0.9,60.0,dab3590c9b46fb9e85d04e17baae100b-47,3000.0,350.0,5.0
Maxus,1-LED-651 R39 3.5W 3000K 220V E14,3000K 350lm 3.5W M,E14,R39,173.0,3.5,85.0,297.0,85,50.0,3013.0,82,171.0,1.0,4.3,36.0,dab3590c9b46fb9e85d04e17baae100b-48,3000.0,350.0,5.0
Maxus,1-LED-537-01 C37 FM-C 4W 3000K 220V E14,3000K 420lm 4W F,E14,Candle,218.0,3.9,110.0,462.0,120,50.0,3010.0,83,283.0,0.0,4.5,36.0,dab3590c9b46fb9e85d04e17baae100b-49,3000.0,420.0,4.0
Maxus,1-LED-5415 G45 F 8W 3000K E14,3000K 800lm 8W M,E14,G45,231.0,7.4,88.0,705.0,96,70.0,2946.0,82,175.0,0.0,4.3,36.0,5531212d0efef09aefb9094d0473f550-0,3000.0,800.0,8.0
Eurolamp,LED-R39-05142(D),3000K 450lm 5W M,E14,R39,158.0,4.5,89.0,400.0,88,65.0,2912.0,81,108.0,0.0,4.3,60.0,5531212d0efef09aefb9094d0473f550-1,3000.0,450.0,5.0
Eurolamp,LED-A50-07273(D),3000K 700lm 7W M,E27,Bulb,144.0,5.2,60.0,423.0,81,50.0,2987.0,82,202.0,0.0,3.9,60.0,5531212d0efef09aefb9094d0473f550-2,3000.0,700.0,7.0
